"RADICADO,""FECHA 1"",""HORA"",""DÍA DE LA SEMANA"",""CLASE"",""DIRECCIÓN"",""GRAVEDAD"",""BARRIO"",""DISEÑO"""
"3.819,""2004-07-12"",""5:50:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.820,""2004-07-12"",""6:10:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.821,""2004-07-16"",""1:30:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.822,""2004-07-23"",""12:00:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.823,""2004-07-10"",""4:20:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"3.824,""2004-07-24"",""9:10:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.825,""2005-07-16"",""7:30:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.826,""2004-07-10"",""1:00:00"",""SABADO"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""CENTRO"",""INTERSECCION"""
"3.827,""2004-07-16"",""6:30:00"",""VIERNES"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.828,""2004-07-25"",""5:30:00"",""DOMINGO"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.829,""2004-07-17"",""7:00:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.830,""2004-07-13"",""4:30:00"",""MARTES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""LA TOLVA"",""TRAMO DE VIA"""
"3.831,""2004-07-26"",""12:10:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""LOTE O PREDIO"""
"3.832,""2004-07-13"",""5:05:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.833,""2004-07-14"",""10:00:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.834,""2004-07-14"",""3:50:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.835,""2004-07-27"",""9:10:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.836,""2004-07-16"",""9:00:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.837,""2004-07-29"",""1:15:00"",""JUEVES"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.838,""2004-07-29"",""11:00:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.839,""2004-07-30"",""7:20:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.840,""2004-07-31"",""8:50:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.841,""2004-07-31"",""12:00:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.842,""2004-08-23"",""10:00:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.843,""2004-08-01"",""3:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"3.844,""2004-08-01"",""4:40:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"3.845,""2004-08-01"",""9:40:00"",""DOMINGO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""CENTRO"",""INTERSECCION"""
"3.846,""2004-08-01"",""5:00:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LA SALADA"",""TRAMO DE VIA"""
"3.847,""2004-08-04"",""12:10:00"",""MIERCOLES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"3.848,""2004-08-04"",""8:00:00"",""MIERCOLES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""ANDA LUCIA"",""SIN INFORMACION"""
"3.849,""2004-08-05"",""1:30:00"",""JUEVES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.850,""2004-08-05"",""8:15:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"3.851,""2004-08-24"",""10:30:00"",""MARTES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.852,""2004-08-24"",""3:40:00"",""MARTES"",""VOLCAMIENTO"",""SIN INFORMACION"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"3.853,""2004-08-05"",""5:30:00"",""JUEVES"",""VOLCAMIENTO"",""SIN INFORMACION"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.854,""2004-08-25"",""8:00:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""LA CORRALITA"",""TRAMO DE VIA"""
"3.855,""2004-08-26"",""12:40:00"",""JUEVES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"3.856,""2004-08-06"",""5:30:00"",""VIERNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""SINIFANA"",""TRAMO DE VIA"""
"3.857,""2004-08-06"",""4:30:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.858,""2004-08-13"",""1:40:00"",""VIERNES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.859,""2004-08-26"",""7:30:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.860,""2004-08-08"",""7:30:00"",""DOMINGO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""PLAZA DE MERCADO"",""SIN INFORMACION"""
"3.861,""2004-08-07"",""5:40:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.862,""2004-08-14"",""12:00:00"",""SABADO"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.863,""2004-08-07"",""9:45:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.864,""2004-08-27"",""2:40:00"",""VIERNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.865,""2004-08-14"",""4:30:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.866,""2004-08-07"",""8:30:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""MUERTOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.867,""2004-08-27"",""11:00:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.868,""2004-08-14"",""5:00:00"",""SABADO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.869,""2004-08-08"",""8:00:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"3.870,""2004-08-12"",""6:00:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.871,""2004-08-12"",""6:15:00"",""JUEVES"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.872,""2004-08-15"",""1:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.873,""2004-08-19"",""1:50:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.874,""2004-08-09"",""6:00:00"",""LUNES"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"3.875,""2004-08-28"",""2:00:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.876,""2004-08-10"",""12:50:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"3.877,""2004-08-29"",""2:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.878,""2004-08-21"",""3:50:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""LOTE O PREDIO"""
"3.879,""2004-08-29"",""9:00:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.880,""2004-08-21"",""7:30:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""LA SALADA"",""TRAMO DE VIA"""
"3.881,""2004-08-21"",""11:20:00"",""SABADO"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.882,""2004-08-29"",""12:30:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.883,""2004-08-15"",""6:30:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.884,""2004-08-29"",""2:30:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""ALTO DE MINAS"",""SIN INFORMACION"""
"3.885,""2004-08-21"",""4:40:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.886,""2004-08-21"",""2:40:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.887,""2004-08-16"",""12:30:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.888,""2004-08-29"",""5:00:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""SALINAS"",""TRAMO DE VIA"""
"3.889,""2004-08-22"",""9:10:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.890,""2004-08-17"",""5:15:00"",""MARTES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.891,""2004-08-22"",""10:30:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.892,""2004-08-17"",""4:30:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.893,""2004-08-18"",""5:00:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.894,""2004-08-22"",""6:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.895,""2004-08-29"",""2:00:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.896,""2004-08-31"",""11:00:00"",""MARTES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.897,""2004-08-23"",""4:40:00"",""LUNES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LA TOLVA"",""TRAMO DE VIA"""
"3.898,""2004-09-01"",""4:00:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""CRISTO REY"",""TRAMO DE VIA"""
"3.899,""2004-09-02"",""4:30:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.900,""2005-09-03"",""2:00:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""SINIFANA"",""TRAMO DE VIA"""
"3.901,""2004-09-22"",""5:00:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""LA SALADA"",""INTERSECCION"""
"3.902,""2004-09-22"",""12:00:00"",""MIERCOLES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.903,""2004-09-03"",""7:10:00"",""VIERNES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LA RAYA"",""SIN INFORMACION"""
"3.904,""2004-09-23"",""2:50:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.906,""2004-09-04"",""3:00:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"3.907,""2004-09-05"",""6:30:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LAS MARGARITAS"",""SIN INFORMACION"""
"3.908,""2004-09-05"",""2:00:00"",""DOMINGO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""CRISTO REY"",""SIN INFORMACION"""
"3.909,""2004-09-05"",""3:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"3.910,""2004-09-24"",""10:35:00"",""VIERNES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.911,""2004-09-24"",""7:30:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.912,""2004-09-08"",""4:50:00"",""MIERCOLES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.913,""2004-09-23"",""9:15:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.914,""2004-09-07"",""7:00:00"",""MARTES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""CENTRO"",""INTERSECCION"""
"3.915,""2004-09-09"",""8:00:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.916,""2004-09-09"",""4:50:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.917,""2004-09-23"",""5:00:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.918,""2004-09-07"",""9:09:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"3.919,""2004-09-10"",""10:15:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""LA MIEL"",""TRAMO DE VIA"""
"3.920,""2004-09-24"",""5:30:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.921,""2004-09-11"",""3:00:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.922,""2004-09-11"",""8:30:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.923,""2004-09-24"",""7:50:00"",""VIERNES"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.924,""2004-09-13"",""1:00:00"",""LUNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""LA MIEL"",""TRAMO DE VIA"""
"3.925,""2004-09-14"",""1:00:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.926,""2004-09-26"",""7:10:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.927,""2004-09-26"",""4:10:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.928,""2004-09-16"",""6:55:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.929,""2004-09-26"",""12:30:00"",""DOMINGO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.930,""2004-09-17"",""11:30:00"",""VIERNES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.931,""2004-09-27"",""2:10:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.932,""2004-09-17"",""1:00:00"",""VIERNES"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.933,""2004-09-28"",""5:10:00"",""MARTES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.934,""2004-09-30"",""8:30:00"",""JUEVES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.935,""2004-09-18"",""11:30:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.936,""2004-09-18"",""12:00:00"",""SABADO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"3.937,""2004-09-30"",""11:00:00"",""JUEVES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.938,""2004-09-19"",""12:25:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.939,""2004-09-20"",""11:25:00"",""LUNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"3.940,""2004-09-18"",""4:00:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""CENTRO"",""INTERSECCION"""
"3.941,""2004-10-16"",""2:30:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.942,""2004-10-17"",""3:00:00"",""DOMINGO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.943,""2004-10-17"",""2:15:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"3.944,""2004-10-17"",""3:10:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.945,""2004-10-17"",""11:30:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.946,""2004-10-17"",""11:00:00"",""DOMINGO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.947,""2004-10-17"",""1:30:00"",""DOMINGO"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.948,""2004-10-24"",""5:30:00"",""DOMINGO"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.949,""2004-10-01"",""9:00:00"",""VIERNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""ANDA LUCIA"",""SIN INFORMACION"""
"3.950,""2004-10-18"",""3:30:00"",""LUNES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""PRIMAVERA"",""SIN INFORMACION"""
"3.951,""2004-10-25"",""4:00:00"",""LUNES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""SIN INFORMACION"""
"3.952,""2004-10-18"",""10:30:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.953,""2004-10-01"",""8:10:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""CENTRO"",""INTERSECCION"""
"3.954,""2004-10-18"",""6:00:00"",""LUNES"",""CAIDA OCUPANTE"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.955,""2004-10-02"",""7:00:00"",""SABADO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"3.956,""2004-10-18"",""5:00:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.957,""2004-10-28"",""7:00:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.958,""2004-10-18"",""6:30:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""INTERSECCION"""
"3.959,""2004-10-02"",""8:30:00"",""SABADO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"3.960,""2004-10-19"",""12:40:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.961,""2004-10-29"",""8:30:00"",""VIERNES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.962,""2004-10-22"",""11:00:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""MUERTOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.963,""2004-10-03"",""1:10:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""ALTO DE MINAS"",""SIN INFORMACION"""
"3.964,""2004-10-22"",""3:00:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.965,""2004-10-03"",""11:50:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LA RAYA"",""SIN INFORMACION"""
"3.966,""2004-10-03"",""12:30:00"",""DOMINGO"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""CENTRO"",""SIN INFORMACION"""
"3.967,""2004-10-05"",""4:40:00"",""MARTES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"3.968,""2004-10-29"",""1:00:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.969,""2004-10-07"",""1:50:00"",""JUEVES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""MANDALAY"",""TRAMO DE VIA"""
"3.970,""2004-10-10"",""10:00:00"",""DOMINGO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""OLAYA HERRERA"",""TRAMO DE VIA"""
"3.971,""2004-10-11"",""9:10:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""HERIDOS"",""CENTRO"",""SIN INFORMACION"""
"3.972,""2004-10-11"",""6:00:00"",""LUNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"3.973,""2004-10-15"",""6:10:00"",""VIERNES"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""LA VARIANTE"",""SIN INFORMACION"""
"3.974,""2004-10-30"",""5:30:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.975,""2004-10-15"",""2:15:00"",""VIERNES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LA VARIANTE"",""SIN INFORMACION"""
"3.977,""2004-10-30"",""5:00:00"",""SABADO"",""CHOQUE"",""SIN INFORMACION"",""DAÑOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.978,""2004-10-30"",""2:00:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.979,""2004-10-16"",""5:50:00"",""SABADO"",""ATROPELLO"",""SIN INFORMACION"",""MUERTOS"",""CENTRO"",""INTERSECCION"""
"3.980,""2004-10-20"",""7:30:00"",""MIERCOLES"",""VOLCAMIENTO"",""SIN INFORMACION"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"3.981,""2004-10-31"",""1:00:00"",""DOMINGO"",""OTRO"",""SIN INFORMACION"",""HERIDOS"",""DESCONOCIDO"",""TRAMO DE VIA"""
"3.982,""2004-10-15"",""6:45:00"",""VIERNES"",""ATROPELLO"",""SIN INFORMACION"",""HERIDOS"",""OLAYA HERRERA"",""SIN INFORMACION"""
